id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract	mystery
10.2307/802276	10.2307/802276	An English Project Motivated by History	Jenny Lind Green	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 557-569	National Council of Teachers of English	fla			
10.2307/801442	10.2307/801442	Going into the Silence	Lewis H. Moulton	The English Journal	1	7	1912-09-01T00:00:00Z	pp. 440-441	National Council of Teachers of English	fla			
10.2307/801588	10.2307/801588	Back Matter		The English Journal	5	5	1916-05-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801134	10.2307/801134	Observations upon the Teaching of Composition in French Lycées	Karl Young	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 321-339	National Council of Teachers of English	fla			
10.2307/802443	10.2307/802443	Deserted Goldsmith	Martha Hale Shackford	The English Journal	9	2	1920-02-01T00:00:00Z	pp. 103-108	National Council of Teachers of English	fla			
10.2307/801381	10.2307/801381	The Educational Opportunity of High-School English	William Bishop Owen	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 193-202	National Council of Teachers of English	fla			
10.2307/801404	10.2307/801404	An Experiment in Correcting English	Etna Lee Robey	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 269-270	National Council of Teachers of English	fla			
10.2307/800945	10.2307/800945	Chaucer's Comments on His Method of Composition	Ada L. F. Snell	The English Journal	2	4	1913-04-01T00:00:00Z	pp. 231-234	National Council of Teachers of English	fla			
10.2307/801138	10.2307/801138	The New Plan of Admission in English to Harvard College	Chester Noyes Greenough	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 364-374	National Council of Teachers of English	fla			
10.2307/801375	10.2307/801375	A Library Tour	Caroline S. Lutz	The English Journal	4	8	1915-10-01T00:00:00Z	pp. 531-533	National Council of Teachers of English	fla			
10.2307/801309	10.2307/801309		H. E. F.	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 455-456	National Council of Teachers of English	brv	Types of Children's Literature|Walter Barnes		
10.2307/801641	10.2307/801641	Summer Work in Voice Training for Teachers of English	J. M. C.	The English Journal	4	6	1915-06-01T00:00:00Z	pp. 404-406	National Council of Teachers of English	fla			
10.2307/801553	10.2307/801553	The English Teacher and the World-War	Allan Abbott	The English Journal	7	1	1918-01-01T00:00:00Z	pp. 1-6	National Council of Teachers of English	fla			
10.2307/801329	10.2307/801329	The Study of English Composition as a Means to Fuller Living	Helen Ogden Mahin	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 445-450	National Council of Teachers of English	fla			
10.2307/801328	10.2307/801328	Anything New in High-School English?	M. Ida Williams	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 439-444	National Council of Teachers of English	fla			
10.2307/802146	10.2307/802146	Book Notices		The English Journal	9	4	1920-04-01T00:00:00Z	pp. 242-243	National Council of Teachers of English	mis			
10.2307/801583	10.2307/801583	A Bottomless Pond	C. H. Ward	The English Journal	5	5	1916-05-01T00:00:00Z	pp. 357-358	National Council of Teachers of English	fla			
10.2307/801036	10.2307/801036	"Baseball" English	Sarah McLean Mullen	The English Journal	8	8	1919-10-01T00:00:00Z	pp. 496-499	National Council of Teachers of English	fla			
10.2307/802658	10.2307/802658	Oral English as a Means of Socialization	Edith Rodkey	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 440-447	National Council of Teachers of English	fla			
10.2307/801409	10.2307/801409	Front Matter		The English Journal	7	10	1918-12-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801535	10.2307/801535	A New Idea in High-School Discussion Contests	Ross F. Lockridge	The English Journal	4	1	1915-01-01T00:00:00Z	pp. 15-20	National Council of Teachers of English	fla			
10.2307/800943	10.2307/800943	Normal School Training for the Teaching of English in Elementary Schools	Alma Blount	The English Journal	2	4	1913-04-01T00:00:00Z	pp. 215-220	National Council of Teachers of English	fla			
10.2307/801413	10.2307/801413	The Boy and His Book	Edwin L. Miller	The English Journal	7	10	1918-12-01T00:00:00Z	pp. 644-647	National Council of Teachers of English	fla			
10.2307/801629	10.2307/801629	News and Notes		The English Journal	3	9	1914-11-01T00:00:00Z	pp. 586-592	National Council of Teachers of English	mis			
10.2307/800935	10.2307/800935	The Ideal Course in English for Vocational Students	Sherwin Cody	The English Journal	3	5	1914-05-01T00:00:00Z	pp. 263-281	National Council of Teachers of English	fla			
10.2307/801090	10.2307/801090	A Word on Spelling	E. Dudley Parsons	The English Journal	6	10	1917-12-01T00:00:00Z	pp. 689-690	National Council of Teachers of English	fla			
10.2307/801823	10.2307/801823	Volume Information		The English Journal	1	10	1912-12-01T00:00:00Z	pp. 655-660	National Council of Teachers of English	mis			
10.2307/801870	10.2307/801870	A Note on Paraphrasing	Lane Cooper	The English Journal	3	6	1914-06-01T00:00:00Z	pp. 381-382	National Council of Teachers of English	fla			
10.2307/801720	10.2307/801720	Book Notices		The English Journal	5	10	1916-12-01T00:00:00Z	pp. 717-718	National Council of Teachers of English	mis			
10.2307/801712	10.2307/801712	The Emotional Element in Our High-School Classics	Bertha Evans Ward	The English Journal	5	10	1916-12-01T00:00:00Z	pp. 684-695	National Council of Teachers of English	fla			
10.2307/801194	10.2307/801194	Book Notices		The English Journal	1	2	1912-02-01T00:00:00Z	p. 128	National Council of Teachers of English	mis			
10.2307/801778	10.2307/801778	A Question of Good English	Raymond Weeks	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 99-103	National Council of Teachers of English	fla			
10.2307/801094	10.2307/801094	News and Notes	Susannah J. McMurphy	The English Journal	6	10	1917-12-01T00:00:00Z	pp. 694-701	National Council of Teachers of English	mis			
10.2307/801592	10.2307/801592	Shall We Abolish Grammar?	Emma J. Wilson	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 308-313	National Council of Teachers of English	fla			
10.2307/801812	10.2307/801812	News and Notes	C. R. Rounds, James M. Grainger, F. C. Oakes, Edgar C. Morris, Olive E. Hart	The English Journal	5	2	1916-02-01T00:00:00Z	pp. 139-150	National Council of Teachers of English	mis			
10.2307/801195	10.2307/801195	Front Matter		The English Journal	7	6	1918-06-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801263	10.2307/801263	Red Cross Scrapbooks and an English Class	Grace Echo Moulton	The English Journal	7	2	1918-02-01T00:00:00Z	p. 134	National Council of Teachers of English	fla			
10.2307/801190	10.2307/801190	The Influence of the Uniform Entrance Requirements in English: A Brief Chapter of Educational History, together with a Summary of the Facts so Far Obtained by a Committee of the National Education Association and a List of References		The English Journal	1	2	1912-02-01T00:00:00Z	pp. 95-121	National Council of Teachers of English	fla			
10.2307/801498	10.2307/801498	News and Notes	B. C. Van Wye, Edgar C. Morris, Edwin T. Reed, George Harris	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 187-195	National Council of Teachers of English	mis			
10.2307/801438	10.2307/801438	To Beginners in English Teaching	Allan Abbott	The English Journal	1	7	1912-09-01T00:00:00Z	pp. 419-424	National Council of Teachers of English	fla			
10.2307/801809	10.2307/801809	A Second Experiment in Correcting English	Pauline Cope	The English Journal	5	2	1916-02-01T00:00:00Z	pp. 134-135	National Council of Teachers of English	fla			
10.2307/801598	10.2307/801598	Personal Expression	E. E. Dodd	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 342-344	National Council of Teachers of English	fla			
10.2307/801068	10.2307/801068	The Trial of Banquo	C. C. Certain	The English Journal	4	3	1915-03-01T00:00:00Z	pp. 152-159	National Council of Teachers of English	fla			
10.2307/800921	10.2307/800921	News and Notes	E. H. Kemper McComb	The English Journal	3	7	1914-09-01T00:00:00Z	pp. 447-457	National Council of Teachers of English	mis			
10.2307/801643	10.2307/801643	Spring	Albrecht Reu	The English Journal	4	6	1915-06-01T00:00:00Z	p. 407	National Council of Teachers of English	fla			
10.2307/801164	10.2307/801164	Back Matter		The English Journal	5	4	1916-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801197	10.2307/801197	The Opportunity of the English Teacher	Cornelia Carhart Ward	The English Journal	7	6	1918-06-01T00:00:00Z	pp. 364-370	National Council of Teachers of English	fla			
10.2307/801406	10.2307/801406	News and Notes		The English Journal	4	4	1915-04-01T00:00:00Z	pp. 273-277	National Council of Teachers of English	mis			
10.2307/801302	10.2307/801302	Salvaging from the English Scrap-Heap	J. C. Tressler	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 412-418	National Council of Teachers of English	fla			
10.2307/800883	10.2307/800883	Back Matter		The English Journal	6	3	1917-03-01T00:00:00Z	p. 208	National Council of Teachers of English	mis			
10.2307/801058	10.2307/801058	Oral Reading in Its Relation to the Study of Literature	Doris Thorn-Wright	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 557-561	National Council of Teachers of English	fla			
10.2307/801168	10.2307/801168	Outside Reading	J. O. Engleman	The English Journal	6	1	1917-01-01T00:00:00Z	pp. 20-27	National Council of Teachers of English	fla			
10.2307/802668	10.2307/802668	Book Notices		The English Journal	9	8	1920-10-01T00:00:00Z	pp. 489-490	National Council of Teachers of English	mis			
10.2307/801505	10.2307/801505	Speech Betterment in Alabama	Claudia E. Crumpton	The English Journal	6	2	1917-02-01T00:00:00Z	pp. 96-102	National Council of Teachers of English	fla			
10.2307/801149	10.2307/801149	Preparation for Assignment of Composition Subjects	Lucy Holtzclaw McDonald	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 233-236	National Council of Teachers of English	fla			
10.2307/801425	10.2307/801425	An Experiment in Supervised Study	Katherine Morse	The English Journal	8	6	1919-06-01T00:00:00Z	pp. 355-362	National Council of Teachers of English	fla			
10.2307/801847	10.2307/801847	Schedule of English	J. B. White	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 504-508	National Council of Teachers of English	fla			
10.2307/801398	10.2307/801398	The Enumerative Order	Emerson Grant Sutcliffe	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 236-243	National Council of Teachers of English	fla			
10.2307/801287	10.2307/801287	Literature and Composition for Commercial Pupils	Rowena Keith Keyes	The English Journal	8	2	1919-02-01T00:00:00Z	pp. 81-89	National Council of Teachers of English	fla			
10.2307/801283	10.2307/801283	Book Notices		The English Journal	6	9	1917-11-01T00:00:00Z	pp. 633-636	National Council of Teachers of English	mis			
10.2307/801739	10.2307/801739	A Week's Work in English (7)	Edwin L. Miller	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 156-160	National Council of Teachers of English	fla			
10.2307/802287	10.2307/802287	Book Notices		The English Journal	9	10	1920-12-01T00:00:00Z	pp. 607-608	National Council of Teachers of English	mis			
10.2307/801709	10.2307/801709	The Preparation of College Teachers of English	A. B. Noble	The English Journal	5	10	1916-12-01T00:00:00Z	pp. 665-670	National Council of Teachers of English	fla			
10.2307/801536	10.2307/801536	The Relation of the Library to the Teaching of English	W. Dawson Johnston	The English Journal	4	1	1915-01-01T00:00:00Z	pp. 21-27	National Council of Teachers of English	fla			
10.2307/801391	10.2307/801391	News and Notes	Preston C. Farrar, Charles R. Gaston, Gilbert S. Blakely, J. Milnor Dorey, Charles Swain Thomas	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 242-250	National Council of Teachers of English	mis			
10.2307/801832	10.2307/801832	A Use for the "Just-So Stories"	Eva A. Rumbley	The English Journal	1	10	1912-12-01T00:00:00Z	pp. 642-644	National Council of Teachers of English	fla			
10.2307/801360	10.2307/801360	Blackboard Work and the Card System	Kate M. Monro	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 460-464	National Council of Teachers of English	fla			
10.2307/801332	10.2307/801332	Speech Improvement Week at Eastern District High School	Rachel L. Dithridge	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 465-466	National Council of Teachers of English	fla			
10.2307/801577	10.2307/801577	The Verb and the Adjective in Poetry	A. H. R. Fairchild	The English Journal	5	5	1916-05-01T00:00:00Z	pp. 310-319	National Council of Teachers of English	fla			
10.2307/801671	10.2307/801671	[Letter from Glen Owens]	Glen Owens	The English Journal	8	1	1919-01-01T00:00:00Z	p. 46	National Council of Teachers of English	fla			
10.2307/801396	10.2307/801396	The Relation of Moving Pictures to English Composition	Carolyn M. Gerrish	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 226-230	National Council of Teachers of English	fla			
10.2307/801460	10.2307/801460	"Literature for Children:" A Protest	Helen Sard Hughes	The English Journal	2	8	1913-10-01T00:00:00Z	pp. 494-499	National Council of Teachers of English	fla			
10.2307/801265	10.2307/801265	News and Notes	Andrew H. Krug, J. Milnor Dorey	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 136-146	National Council of Teachers of English	mis			
10.2307/800993	10.2307/800993	A New-Fangled Text in High-School English	Walter Barnes	The English Journal	5	8	1916-10-01T00:00:00Z	pp. 579-581	National Council of Teachers of English	brv	Practical English for High Schools|William Dodge Lewis;James Fleming Hosic		
10.2307/801657	10.2307/801657	Editorial: Cui Bono?		The English Journal	5	3	1916-03-01T00:00:00Z	p. 212	National Council of Teachers of English	fla			
10.2307/801152	10.2307/801152	Some Comment on Demanding the Impossible	E. W. Parmelee	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 248-252	National Council of Teachers of English	fla			
10.2307/800912	10.2307/800912	Social Motives for Composition	E. H. Kemper McComb	The English Journal	3	7	1914-09-01T00:00:00Z	pp. 408-415	National Council of Teachers of English	fla			
10.2307/800851	10.2307/800851	An Inquiry into the Compositional Interests of Pupils in the Seventh and Eighth Grades	James H. Harris	The English Journal	2	1	1913-01-01T00:00:00Z	pp. 34-43	National Council of Teachers of English	fla			
10.2307/800848	10.2307/800848	Our Problems	Fred Newton Scott	The English Journal	2	1	1913-01-01T00:00:00Z	pp. 1-10	National Council of Teachers of English	fla			
10.2307/802445	10.2307/802445	A "Wee Bit" Effort	Florence P. Mowry	The English Journal	9	2	1920-02-01T00:00:00Z	p. 111	National Council of Teachers of English	fla			
10.2307/801024	10.2307/801024	A Legacy from the Dead Languages	Walter Alison Edwards	The English Journal	2	9	1913-11-01T00:00:00Z	pp. 567-574	National Council of Teachers of English	fla			
10.2307/800863	10.2307/800863	An Unorthodox Experiment	Middle West	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 121-123	National Council of Teachers of English	fla			
10.2307/801637	10.2307/801637	Shakespeare's Heroes and Ruskin's Gallantry	Gilbert Cosulich	The English Journal	4	6	1915-06-01T00:00:00Z	pp. 383-386	National Council of Teachers of English	fla			
10.2307/801845	10.2307/801845	Editorial: The Council Meeting		The English Journal	1	8	1912-10-01T00:00:00Z	pp. 502-503	National Council of Teachers of English	fla			
