id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract	mystery
10.2307/802438	10.2307/802438	English and the Discipline of Ideas	Irving Babbitt	The English Journal	9	2	1920-02-01T00:00:00Z	pp. 61-70	National Council of Teachers of English	fla			
10.2307/801576	10.2307/801576	Shakspere in the Schools	Franklin T. Baker	The English Journal	5	5	1916-05-01T00:00:00Z	pp. 299-309	National Council of Teachers of English	fla			
10.2307/802156	10.2307/802156	The Examiner's Catechism	C. C. Certain	The English Journal	9	7	1920-09-01T00:00:00Z	pp. 417-419	National Council of Teachers of English	fla			
10.2307/801480	10.2307/801480	'Tis Plotted	Marion S. Cole	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 659-660	National Council of Teachers of English	fla			
10.2307/802151	10.2307/802151	Concerning Organization in Paragraphs	Herbert Winslow Smith	The English Journal	9	7	1920-09-01T00:00:00Z	pp. 390-400	National Council of Teachers of English	fla			
10.2307/801467	10.2307/801467	News and Notes	Edwin M. Hopkins, Robert Max Garrett, Andrew H. Krug, Ernest S. Quimby, John H. Meneely, Charlotte G. Chase, Aline C. Stratford, Alice C. White	The English Journal	2	8	1913-10-01T00:00:00Z	pp. 527-533	National Council of Teachers of English	mis			
10.2307/802138	10.2307/802138	English Lessons for Naval Recruits	Lelia Bascom	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 224-226	National Council of Teachers of English	fla			
10.2307/801825	10.2307/801825	Irregularities in Verse	Horace A. Eaton	The English Journal	1	10	1912-12-01T00:00:00Z	pp. 601-610	National Council of Teachers of English	fla			
10.2307/801317	10.2307/801317	The Elimination of the Commencement Oration	Maurice W. Moe	The English Journal	5	6	1916-06-01T00:00:00Z	pp. 401-403	National Council of Teachers of English	fla			
10.2307/801386	10.2307/801386	Editorial: The Dictionary Squabble. Concerning Cranks		The English Journal	1	4	1912-04-01T00:00:00Z	pp. 232-233	National Council of Teachers of English	fla			
10.2307/801666	10.2307/801666	Treating the Stammerer	Leon Mones	The English Journal	8	1	1919-01-01T00:00:00Z	pp. 16-27	National Council of Teachers of English	fla			
10.2307/801260	10.2307/801260	An Experiment in Teaching Business Correspondence to a First-Year High-School Class	Mrs. M. A. Phillips	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 125-128	National Council of Teachers of English	fla			
10.2307/801359	10.2307/801359	A Method of Teaching English Composition to First Semester Freshmen in the High School	Edna Osborne	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 457-459	National Council of Teachers of English	fla			
10.2307/801859	10.2307/801859	More Uses of the Conference	Frances Wentworth Cutler	The English Journal	5	9	1916-11-01T00:00:00Z	pp. 633-634	National Council of Teachers of English	fla			
10.2307/801539	10.2307/801539	Front Matter		The English Journal	8	3	1919-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801599	10.2307/801599	The Nine Relationships	Helena Maxwell Brownell	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 344-347	National Council of Teachers of English	fla			
10.2307/801289	10.2307/801289	Analysis in Teaching the Short-Story	P. Caspar Harvey	The English Journal	8	2	1919-02-01T00:00:00Z	pp. 97-100	National Council of Teachers of English	fla			
10.2307/801041	10.2307/801041	Book Notices		The English Journal	8	8	1919-10-01T00:00:00Z	pp. 516-518	National Council of Teachers of English	mis			
10.2307/800878	10.2307/800878	Making Sample Copies Count	Leila Thetis Johnson	The English Journal	6	3	1917-03-01T00:00:00Z	p. 193	National Council of Teachers of English	fla			
10.2307/801053	10.2307/801053	The Teaching of Lyric Poetry. II	Harry G. Paul	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 521-531	National Council of Teachers of English	fla			
10.2307/801640	10.2307/801640	A Further Word on Grammatical Terminology	C. R. Rounds	The English Journal	4	6	1915-06-01T00:00:00Z	pp. 398-403	National Council of Teachers of English	fla			
10.2307/801348	10.2307/801348	News and Notes	Arthur Wakefield, Edwin Fairley, Walter Barnes, W. F. Brewer	The English Journal	2	7	1913-09-01T00:00:00Z	pp. 461-469	National Council of Teachers of English	mis			
10.2307/801254	10.2307/801254	Front Matter		The English Journal	7	2	1918-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801836	10.2307/801836	News and Notes	C. R. Rounds, E. M. Hopkins, Charlotte M. Leavitt, Theodore H. Brewer	The English Journal	1	10	1912-12-01T00:00:00Z	pp. 648-653	National Council of Teachers of English	mis			
10.2307/800830	10.2307/800830	Financial Support of English Teaching	Vincil Carey Coulter	The English Journal	1	1	1912-01-01T00:00:00Z	pp. 24-29	National Council of Teachers of English	fla			
10.2307/800896	10.2307/800896			The English Journal	7	5	1918-05-01T00:00:00Z	p. 351	National Council of Teachers of English	brv	The World Book|M. V. O'Shea;Ellsworth D. Foster		
10.2307/801259	10.2307/801259	Oral Expression: Its Place in the Cycle of Learning	Arthur Andrews	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 118-124	National Council of Teachers of English	fla			
10.2307/801689	10.2307/801689	Editorial: For Better Speech		The English Journal	7	3	1918-03-01T00:00:00Z	p. 214	National Council of Teachers of English	fla			
10.2307/801221	10.2307/801221	Front Matter		The English Journal	7	4	1918-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802281	10.2307/802281	An Experiment with Home-Made Plays	Frank G. Tompkins	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 591-593	National Council of Teachers of English	fla			
10.2307/800905	10.2307/800905	Preparation of High-School Teachers of English: A Report of a Committee of the National Council of Teachers of English	Franklin T. Baker, Harry K. Bassett, A. J. Cloud, Charles H. Johnston, Minnie E. Porter, C. Alphonso Smith, Charles Swain Thomas	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 323-332	National Council of Teachers of English	fla			
10.2307/801401	10.2307/801401	Making Palgrave Palatable	Andrew H. Krug	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 254-264	National Council of Teachers of English	fla			
10.2307/801436	10.2307/801436	The Efficiency of Student Correction of Compositions	Jacob C. Tressler	The English Journal	1	7	1912-09-01T00:00:00Z	pp. 405-411	National Council of Teachers of English	fla			
10.2307/801171	10.2307/801171	The National Council of Teachers of English: Proceedings of the Sixth Annual Meeting, New York City, November 30 and December 1-2, 1916		The English Journal	6	1	1917-01-01T00:00:00Z	pp. 40-68	National Council of Teachers of English	mis			
10.2307/801675	10.2307/801675	News and Notes	E. C. Baldwin	The English Journal	8	1	1919-01-01T00:00:00Z	pp. 52-60	National Council of Teachers of English	mis			
10.2307/802143	10.2307/802143	Editorial: A Word in Season		The English Journal	9	4	1920-04-01T00:00:00Z	p. 232	National Council of Teachers of English	fla			
10.2307/801297	10.2307/801297	A Cyclopedia of Methods		The English Journal	8	2	1919-02-01T00:00:00Z	p. 140	National Council of Teachers of English	brv	Public School Methods		
10.2307/801176	10.2307/801176	A High-School Course in Public Speaking	Bessie M. Camburn	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 166-170	National Council of Teachers of English	fla			
10.2307/801638	10.2307/801638	A List of Published Airs for Songs in "The Golden Treasury"	Jeanette F. Abrams	The English Journal	4	6	1915-06-01T00:00:00Z	pp. 387-397	National Council of Teachers of English	fla			
10.2307/800963	10.2307/800963	A Proposed Course in Advanced Exposition for College Students	Lynn Harold Harris	The English Journal	5	7	1916-09-01T00:00:00Z	pp. 501-503	National Council of Teachers of English	fla			
10.2307/801602	10.2307/801602	Editorial: The "Modern" School		The English Journal	6	5	1917-05-01T00:00:00Z	pp. 351-352	National Council of Teachers of English	fla			
10.2307/801140	10.2307/801140	Some Problems of Grammatical Terminology	Alma Blount	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 377-378	National Council of Teachers of English	fla			
10.2307/801864	10.2307/801864	Co-operation of Departments to Secure Good Speech and Writing	A. R. Brubacher	The English Journal	3	6	1914-06-01T00:00:00Z	pp. 331-344	National Council of Teachers of English	fla			
10.2307/802070	10.2307/802070	Journalistic Writing in High School and College	Willard Grosvenor Bleyer	The English Journal	8	10	1919-12-01T00:00:00Z	pp. 593-601	National Council of Teachers of English	fla			
10.2307/802161	10.2307/802161	Back Matter		The English Journal	9	7	1920-09-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/800998	10.2307/800998	The Scale Illusion	C. H. Ward	The English Journal	6	4	1917-04-01T00:00:00Z	pp. 221-230	National Council of Teachers of English	fla			
10.2307/801033	10.2307/801033	The Problem Method of Teaching Ideals	Jessie Allen Charters	The English Journal	8	8	1919-10-01T00:00:00Z	pp. 461-473	National Council of Teachers of English	fla			
10.2307/801243	10.2307/801243	Economy of Time in English	Dudley H. Miles, Cyrus L. Hooper, Rollo W. Brown, Elizabeth Hodgson, Mary Bird Fontaine	The English Journal	8	9	1919-11-01T00:00:00Z	pp. 554-568	National Council of Teachers of English	fla			
10.2307/801325	10.2307/801325	Book Notices		The English Journal	5	6	1916-06-01T00:00:00Z	pp. 445-446	National Council of Teachers of English	mis			
10.2307/801449	10.2307/801449	Wanted: A Higher Standard of Speech	Mary A. G. Mitchell	The English Journal	1	5	1912-05-01T00:00:00Z	pp. 284-286	National Council of Teachers of English	fla			
10.2307/800840	10.2307/800840	Oral Themes	Elizabeth Graeme Barbour	The English Journal	1	1	1912-01-01T00:00:00Z	pp. 54-55	National Council of Teachers of English	fla			
10.2307/801918	10.2307/801918	A Good Book Improved	Stanley S. Swartley	The English Journal	9	6	1920-06-01T00:00:00Z	pp. 364-365	National Council of Teachers of English	brv	Handbook of Composition|Edwin C. Woolley		
10.2307/801755	10.2307/801755	Preliminary Report of the Special Committee on Freshman English	Frank W. Scott, Joseph M. Thomas, Frederick A. Manchester	The English Journal	7	9	1918-11-01T00:00:00Z	pp. 592-599	National Council of Teachers of English	fla			
10.2307/800917	10.2307/800917	Intra-Section in English Composition	Willard M. Smith	The English Journal	3	7	1914-09-01T00:00:00Z	pp. 441-442	National Council of Teachers of English	fla			
10.2307/801069	10.2307/801069	English Literature for Sophomores	Frederick J. Pohl	The English Journal	4	3	1915-03-01T00:00:00Z	pp. 160-172	National Council of Teachers of English	fla			
10.2307/801213	10.2307/801213	The Functional Teaching of English Grammar	E. A. Cross	The English Journal	4	10	1915-12-01T00:00:00Z	pp. 653-659	National Council of Teachers of English	fla			
10.2307/801912	10.2307/801912	A Standard of Measurement in English Composition	Roger Conant Hatch	The English Journal	9	6	1920-06-01T00:00:00Z	pp. 338-344	National Council of Teachers of English	fla			
10.2307/801374	10.2307/801374	The Use of Pictures in the Teaching of Literature	Cornelia Carhart Ward	The English Journal	4	8	1915-10-01T00:00:00Z	pp. 526-530	National Council of Teachers of English	fla			
10.2307/801032	10.2307/801032	Front Matter		The English Journal	8	8	1919-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801067	10.2307/801067	The Laboratory Equipment of the Teacher of English	Mary Crawford	The English Journal	4	3	1915-03-01T00:00:00Z	pp. 145-151	National Council of Teachers of English	fla			
10.2307/801076	10.2307/801076	Editorial: English and the Six-Six Plan		The English Journal	4	3	1915-03-01T00:00:00Z	p. 201	National Council of Teachers of English	fla			
10.2307/800972	10.2307/800972	A Check Sheet for English Composition	H. P. Smith	The English Journal	6	8	1917-10-01T00:00:00Z	pp. 528-534	National Council of Teachers of English	fla			
10.2307/801774	10.2307/801774	Back Matter		The English Journal	8	5	1919-05-01T00:00:00Z	p. 340	National Council of Teachers of English	mis			
10.2307/802641	10.2307/802641	Front Matter		The English Journal	9	3	1920-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802068	10.2307/802068	Volume Information		The English Journal	8	10	1919-12-01T00:00:00Z	pp. 645-647	National Council of Teachers of English	mis			
10.2307/801810	10.2307/801810	Committee on American Speech: Bibliography. I		The English Journal	5	2	1916-02-01T00:00:00Z	pp. 135-137	National Council of Teachers of English	fla			
10.2307/801544	10.2307/801544	Report of the Committee on Economy of Time: II. Preliminary Report of the Grammar Subcommittee	Bernard M. Sheridan, Allen Cross, Mrs. G. B. Scott, Earl Hudelson, Sterling A. Leonard	The English Journal	8	3	1919-03-01T00:00:00Z	pp. 179-189	National Council of Teachers of English	fla			
10.2307/801834	10.2307/801834	Composition That Seemed worth While	Lita Battey	The English Journal	1	10	1912-12-01T00:00:00Z	pp. 644-646	National Council of Teachers of English	fla			
10.2307/800920	10.2307/800920	Editorial: Spreading the News. The Preparation of Teachers. Support from the Office. A Question of Values		The English Journal	3	7	1914-09-01T00:00:00Z	pp. 445-446	National Council of Teachers of English	fla			
10.2307/801730	10.2307/801730	News and Notes	Edwin M. Hopkins	The English Journal	3	8	1914-10-01T00:00:00Z	pp. 521-524	National Council of Teachers of English	mis			
10.2307/801151	10.2307/801151	Vocal Training in the Secondary Schools	William Hawley Davis	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 241-247	National Council of Teachers of English	fla			
10.2307/801828	10.2307/801828	Adaptations of Shakspere for Performance in High Schools	Edward J. Eaton	The English Journal	1	10	1912-12-01T00:00:00Z	pp. 625-627	National Council of Teachers of English	fla			
10.2307/801433	10.2307/801433	Book Notices		The English Journal	8	6	1919-06-01T00:00:00Z	pp. 396-399	National Council of Teachers of English	mis			
10.2307/801257	10.2307/801257	Better High-School Plays	Gladys C. Tibbetts	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 98-107	National Council of Teachers of English	fla			
10.2307/801687	10.2307/801687	The Play Producer's Notebook	Anna Gertrude Brewster	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 212-213	National Council of Teachers of English	fla			
10.2307/800951	10.2307/800951	News and Notes	Chester B. Story, Arthur Wakefield	The English Journal	2	4	1913-04-01T00:00:00Z	pp. 256-264	National Council of Teachers of English	mis			
10.2307/801787	10.2307/801787	A Book Which Is No Book		The English Journal	2	2	1913-02-01T00:00:00Z	pp. 140-143	National Council of Teachers of English	brv	The Writer's Desk Book|William Dana Orcutt		
10.2307/800868	10.2307/800868	Book Notices		The English Journal	3	2	1914-02-01T00:00:00Z	pp. 135-136	National Council of Teachers of English	mis			
10.2307/800924	10.2307/800924	Front Matter		The English Journal	7	8	1918-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801327	10.2307/801327	The Adolescent's Prejudices against the Classics	Elizabeth Hodgson	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 427-438	National Council of Teachers of English	fla			
10.2307/801444	10.2307/801444		Percy H. Boynton	The English Journal	1	7	1912-09-01T00:00:00Z	pp. 454-455	National Council of Teachers of English	brv	Essentials of Poetry|W. A. Neilson		
10.2307/802982	10.2307/802982	News and Notes		The English Journal	9	9	1920-11-01T00:00:00Z	pp. 543-548	National Council of Teachers of English	mis			
10.2307/800989	10.2307/800989	Better Speech Week at Montevallo	Claudia E. Crumpton	The English Journal	5	8	1916-10-01T00:00:00Z	pp. 569-570	National Council of Teachers of English	fla			
10.2307/801336	10.2307/801336	News and Notes	Walter Barnes, Estelle R. Morrison	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 473-484	National Council of Teachers of English	mis			
10.2307/801358	10.2307/801358	Oral English in the High School	Julia M. Park	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 452-456	National Council of Teachers of English	fla			
10.2307/801673	10.2307/801673	Dramatization of "The Lady of the Lake"	Nellie A. Putney	The English Journal	8	1	1919-01-01T00:00:00Z	pp. 49-50	National Council of Teachers of English	fla			
10.2307/801290	10.2307/801290	Emerson in Hawaii	Lucy Lockwood Hazard	The English Journal	8	2	1919-02-01T00:00:00Z	pp. 101-104	National Council of Teachers of English	fla			
10.2307/802147	10.2307/802147	Back Matter		The English Journal	9	4	1920-04-01T00:00:00Z	p. 244	National Council of Teachers of English	mis			
10.2307/801250	10.2307/801250	News and Notes	Mary F. Holmes	The English Journal	8	9	1919-11-01T00:00:00Z	pp. 582-589	National Council of Teachers of English	mis			
10.2307/801846	10.2307/801846	A New Source of Comic Effect	C. L. H.	The English Journal	1	8	1912-10-01T00:00:00Z	p. 504	National Council of Teachers of English	fla			
10.2307/801367	10.2307/801367	Book Notices		The English Journal	7	7	1918-09-01T00:00:00Z	p. 485	National Council of Teachers of English	mis			
10.2307/801264	10.2307/801264	Editorial: What Is Socialization?		The English Journal	7	2	1918-02-01T00:00:00Z	p. 135	National Council of Teachers of English	fla			
10.2307/801762	10.2307/801762	Front Matter		The English Journal	8	5	1919-05-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801382	10.2307/801382	Old English Ballads in the School	Francis B. Gummere	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 203-207	National Council of Teachers of English	fla			
10.2307/801104	10.2307/801104	The Advantage of Separating Composition Teaching and Literature Teaching	J. Roy Struble	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 473-474	National Council of Teachers of English	fla			
10.2307/801779	10.2307/801779	Teaching the Use of the Comma	Maurice Winter Moe	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 104-108	National Council of Teachers of English	fla			
10.2307/801785	10.2307/801785	News and Notes	O. B. Sperlin, L. C. Lord, Theodore Kemp, W. C. Bagley, H. B. Wilson, W. R. Spurrier	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 129-137	National Council of Teachers of English	mis			
10.2307/801361	10.2307/801361	The Soliloquy	Katherine Gear Wightman	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 464-465	National Council of Teachers of English	fla			
10.2307/801479	10.2307/801479	The Fold	P. Caspar Harvey	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 658-659	National Council of Teachers of English	fla			
10.2307/800879	10.2307/800879	Editorial: Wanted: A Science of Examinations. The Movement for Oral English		The English Journal	6	3	1917-03-01T00:00:00Z	pp. 194-196	National Council of Teachers of English	fla			
10.2307/801268	10.2307/801268	Back Matter		The English Journal	7	2	1918-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801115	10.2307/801115	A Working Plan for Conference Periods	O. B. Sperlin	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 582-585	National Council of Teachers of English	fla			
10.2307/800884	10.2307/800884	Front Matter		The English Journal	7	5	1918-05-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801672	10.2307/801672	Examination Papers	Guy Tallmadge, Margaret James	The English Journal	8	1	1919-01-01T00:00:00Z	pp. 46-49	National Council of Teachers of English	fla			
10.2307/801773	10.2307/801773	From without the Fold	Clarence Stratton	The English Journal	8	5	1919-05-01T00:00:00Z	pp. 337-339	National Council of Teachers of English	brv	The American Language|H. L. Mencken		
10.2307/801082	10.2307/801082	Front Matter		The English Journal	6	10	1917-12-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802972	10.2307/802972	Front Matter		The English Journal	9	9	1920-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802752	10.2307/802752	Back Matter		The English Journal	9	1	1920-01-01T00:00:00Z	p. 60	National Council of Teachers of English	mis			
10.2307/801238	10.2307/801238	Front Matter		The English Journal	8	9	1919-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801489	10.2307/801489	College Courses in Public Speaking	Robert Irving Fulton	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 160-165	National Council of Teachers of English	fla			
10.2307/801777	10.2307/801777	A High-School Course in Drama	Allan Abbott	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 93-98	National Council of Teachers of English	fla			
10.2307/801007	10.2307/801007	The Play Producer's Notebook		The English Journal	6	4	1917-04-01T00:00:00Z	pp. 269-270	National Council of Teachers of English	fla			
10.2307/801743	10.2307/801743	Differentiation of Schools	Charles Davidson	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 176-177	National Council of Teachers of English	fla			
10.2307/802280	10.2307/802280	Engineering English	P. B. McDonald	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 588-590	National Council of Teachers of English	fla			
10.2307/801308	10.2307/801308	News and Notes	Irma M. Walker, Mabel L. Asman, W. J. S.	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 439-454	National Council of Teachers of English	mis			
10.2307/800965	10.2307/800965	News and Notes	Elmer W. Smith, C. T. Winchester, Benjamin A. Heydrick, Sterling A. Leonard, Walter S. Hinchman, J. O. Engleman, George P. Hitchcock, Adah G. Grandy, E. F., Mary Meek Atkeson	The English Journal	5	7	1916-09-01T00:00:00Z	pp. 505-518	National Council of Teachers of English	mis			
10.2307/801771	10.2307/801771	Editorial: Better Speech Week. Is This a Psychological Moment?	E. M. H.	The English Journal	8	5	1919-05-01T00:00:00Z	pp. 327-329	National Council of Teachers of English	fla			
10.2307/802273	10.2307/802273	Volume Information		The English Journal	9	10	1920-12-01T00:00:00Z	pp. 609-611	National Council of Teachers of English	mis			
10.2307/801188	10.2307/801188	The Organization of the Course in Literature in Secondary Schools	Cornelia Steketee Hulst	The English Journal	1	2	1912-02-01T00:00:00Z	pp. 72-83	National Council of Teachers of English	fla			
10.2307/801690	10.2307/801690	News and Notes		The English Journal	7	3	1918-03-01T00:00:00Z	pp. 215-220	National Council of Teachers of English	mis			
10.2307/800877	10.2307/800877	The Play Producer's Notebook		The English Journal	6	3	1917-03-01T00:00:00Z	pp. 192-193	National Council of Teachers of English	fla			
10.2307/801490	10.2307/801490	What Should Pupils Know in English When They Enter the High School?	Susan Anderson Fish	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 166-175	National Council of Teachers of English	fla			
10.2307/801856	10.2307/801856	The Fear of the Present	Rea McCain	The English Journal	5	9	1916-11-01T00:00:00Z	pp. 605-609	National Council of Teachers of English	fla			
10.2307/800971	10.2307/800971	The Measurement of Improvement in English Composition	Marian D. Brown, M. E. Haggerty	The English Journal	6	8	1917-10-01T00:00:00Z	pp. 515-527	National Council of Teachers of English	fla			
10.2307/801059	10.2307/801059	An Attempt to Make Oral Composition Effective	Mary Ethel Courtenay	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 562-565	National Council of Teachers of English	fla			
10.2307/801458	10.2307/801458	The Organization of Instruction in English Composition	Samuel Chandler Earle	The English Journal	2	8	1913-10-01T00:00:00Z	pp. 477-487	National Council of Teachers of English	fla			
10.2307/801841	10.2307/801841	How Can the University Be of More Help to the Secondary School?	Clarence Stratton	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 482-487	National Council of Teachers of English	fla			
10.2307/801371	10.2307/801371	Children's Humor	I. Lawrence	The English Journal	4	8	1915-10-01T00:00:00Z	pp. 508-512	National Council of Teachers of English	fla			
10.2307/801786	10.2307/801786	Grammar and Thinking	D. H. Fletcher	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 138-140	National Council of Teachers of English	brv	Grammar and Thinking. A Study of the Working Conceptions in Syntax|Alfred Dwight Sheffield		
10.2307/800933	10.2307/800933	Book Notices		The English Journal	7	8	1918-10-01T00:00:00Z	pp. 548-550	National Council of Teachers of English	mis			
10.2307/801226	10.2307/801226	One Way to Run a School or College Paper	Walter W. Parker	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 256-259	National Council of Teachers of English	fla			
10.2307/802651	10.2307/802651	Out-of-Class Reading of High-School Boys and Girls	Mabel Lodge	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 174-176	National Council of Teachers of English	fla			
10.2307/801704	10.2307/801704	Book Notices		The English Journal	3	4	1914-04-01T00:00:00Z	pp. 259-261	National Council of Teachers of English	mis			
10.2307/800999	10.2307/800999	Emphasis upon Types in the Study of Literature in the High School	Wilford M. Aikin	The English Journal	6	4	1917-04-01T00:00:00Z	pp. 231-235	National Council of Teachers of English	fla			
10.2307/800869	10.2307/800869	Front Matter		The English Journal	6	3	1917-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801229	10.2307/801229	The Play Producer's Notebook		The English Journal	7	4	1918-04-01T00:00:00Z	pp. 266-267	National Council of Teachers of English	fla			
10.2307/801228	10.2307/801228	Thrift Week	R. R. Smith	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 263-266	National Council of Teachers of English	fla			
10.2307/801802	10.2307/801802	Front Matter		The English Journal	5	2	1916-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801519	10.2307/801519	The Introduction to English Literature	Ralph Philip Boas	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 630-636	National Council of Teachers of English	fla			
10.2307/801412	10.2307/801412	Amateur Play-Producing in War Time	Barrett H. Clark	The English Journal	7	10	1918-12-01T00:00:00Z	pp. 637-643	National Council of Teachers of English	fla			
10.2307/802748	10.2307/802748	Community English: A Means of Motivation for Oral and Written Composition	John D. Cooke	The English Journal	9	1	1920-01-01T00:00:00Z	pp. 20-24	National Council of Teachers of English	fla			
10.2307/801165	10.2307/801165	Front Matter		The English Journal	6	1	1917-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801233	10.2307/801233	The Haunted Tower o' Airlie	Julia Tunnicliffe	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 270-271	National Council of Teachers of English	fla			
10.2307/802751	10.2307/802751	Constitution of the National Council of Teachers of English		The English Journal	9	1	1920-01-01T00:00:00Z	pp. 57-59	National Council of Teachers of English	mis			
10.2307/801610	10.2307/801610	Some Experiments in High-School Oral English	Myra L. McCoy	The English Journal	6	6	1917-06-01T00:00:00Z	pp. 399-401	National Council of Teachers of English	fla			
10.2307/801051	10.2307/801051	News and Notes	Elmer W. Smith, C. C. Certain, C. S. T.	The English Journal	2	5	1913-05-01T00:00:00Z	pp. 325-330	National Council of Teachers of English	mis			
10.2307/802285	10.2307/802285	Editorial: What Is English?		The English Journal	9	10	1920-12-01T00:00:00Z	p. 600	National Council of Teachers of English	fla			
10.2307/801077	10.2307/801077	News and Notes		The English Journal	4	3	1915-03-01T00:00:00Z	pp. 202-206	National Council of Teachers of English	mis			
10.2307/801866	10.2307/801866	Oral Composition a Basis for Written	E. E. Chiles	The English Journal	3	6	1914-06-01T00:00:00Z	pp. 354-361	National Council of Teachers of English	fla			
10.2307/801071	10.2307/801071	Elocution Redivivus	C. H. Woolbert	The English Journal	4	3	1915-03-01T00:00:00Z	pp. 178-185	National Council of Teachers of English	fla			
10.2307/801232	10.2307/801232	The Myths of Commerce	Mabel Fleming	The English Journal	7	4	1918-04-01T00:00:00Z	p. 270	National Council of Teachers of English	fla			
10.2307/801486	10.2307/801486	On the Parts of Speech: The Noun	Jacob Zeitlin	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 137-145	National Council of Teachers of English	fla			
10.2307/800875	10.2307/800875	The Problem of Technical Composition	E. C. Knowlton	The English Journal	6	3	1917-03-01T00:00:00Z	pp. 179-182	National Council of Teachers of English	fla			
10.2307/801106	10.2307/801106	The Minnesota Discussion League	F. E. Lurton	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 475-476	National Council of Teachers of English	fla			
10.2307/801784	10.2307/801784	Editorial: The Matter of Clubs. The Philadelphia Meeting. The Attack on the Doctorate. Gathering the Fruits		The English Journal	2	2	1913-02-01T00:00:00Z	pp. 127-128	National Council of Teachers of English	fla			
10.2307/801189	10.2307/801189	The English Course in the High School: The New England View	Charles Swain Thomas	The English Journal	1	2	1912-02-01T00:00:00Z	pp. 84-94	National Council of Teachers of English	fla			
10.2307/801313	10.2307/801313	Front Matter		The English Journal	5	6	1916-06-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801814	10.2307/801814	Digest of Periodical Literature		The English Journal	5	2	1916-02-01T00:00:00Z	pp. 151-152	National Council of Teachers of English	mis			
10.2307/801339	10.2307/801339	The Adaptation of the Work in English to the Actual Needs and Interests of the Pupils	May McKitrick	The English Journal	2	7	1913-09-01T00:00:00Z	pp. 405-416	National Council of Teachers of English	fla			
10.2307/801776	10.2307/801776	Some Needed Readjustments in the Teaching of English Grammar	Lemuel R. Brown	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 81-92	National Council of Teachers of English	fla			
